"CarName","JPName","USName","EUName","BlockedInJapan","BlockedInUSA","BlockedInPALFIGS","BlockedInPALEnglish"
"mecln","Eclipse GS-T","Eclipse GS-T","Eclipse GS-T","False","False","False","False"
"meclr","[R]Eclipse GS-T","[R]Eclipse GS-T","[R]Eclipse GS-T","False","False","False","False"
"mftgn","FTO GR '97","FTO GR '97","FTO GR '97","False","False","False","False"
"mftgr","[R]FTO GR '97","[R]FTO GR '97","[R]FTO GR '97","False","False","False","False"
"mftnn","FTO GP Version R '97","FTO GP Version R '97","FTO GP Version R '97","False","False","False","False"
"mftnr","[R]FTO GP Version R '97","[R]FTO GP Version R '97","[R]FTO GP Version R '97","False","False","False","False"
"mfton","FTO GPX '94","FTO GPX '94","FTO GPX '94","False","False","False","False"
"mftor","[R]FTO GPX '94","[R]FTO GPX '94","[R]FTO GPX '94","False","False","False","False"
"mftrn","FTO GR '94","FTO GR '94","FTO GR '94","False","False","False","False"
"mftrr","[R]FTO GR '94","[R]FTO GR '94","[R]FTO GR '94","False","False","False","False"
"mftxn","FTO GPX '97","FTO GPX '97","FTO GPX '97","False","False","False","False"
"mftxr","[R]FTO GPX '97","[R]FTO GPX '97","[R]FTO GPX '97","False","False","False","False"
"mgagn","Galant VR-G Touring '96","Galant VR-G Touring '96","Galant VR-G Touring '96","False","False","False","False"
"mgagr","[R]Galant VR-G Touring '96","[R]Galant VR-G Touring '96","[R]Galant VR-G Touring '96","False","False","False","False"
"mgaln","Galant VR-4 '96","Galant VR-4 '96","Galant VR-4 '96","False","False","False","False"
"mgalr","[R]Galant VR-4 '96","[R]Galant VR-4 '96","[R]Galant VR-4 '96","False","False","False","False"
"mgnon","GTO SR '97","3000GT SL","3000GT SR '97","False","False","False","False"
"mgnor","[R]GTO SR '97","[R]3000GT SL","[R]3000GT SR '97","False","False","False","False"
"mgntn","GTO Twin Turbo '97","3000GT VR-4 Turbo '97","3000GT VR-4 Turbo '98","False","False","False","False"
"mgntr","[R]GTO Twin Turbo '97","[R]3000GT VR-4 Turbo '97","[R]3000GT VR-4 Turbo '98","False","False","False","False"
"mgoon","GTO '92","3000GT '92","3000GT '92","False","False","False","False"
"mgoor","[R]GTO '92","[R]3000GT '92","[R]3000GT '92","False","False","False","False"
"mgotn","GTO Twin Turbo '93","3000GT VR-4","3000GT VR-4 Turbo '93","False","False","False","False"
"mgotr","[R]GTO Twin Turbo '93","[R]3000GT VR-4","[R]3000GT VR-4 Turbo '93","False","False","False","False"
"mgtlr","[R]GTO LM Edition","[R]3000GT LM","[R]3000GT LM","False","False","False","False"
"mgtmn","GTO MR '95","3000GT MR '95","3000GT MR '95","False","False","False","False"
"mgtmr","[R]GTO MR '95","[R]3000GT MR '95","[R]3000GT MR '95","False","False","False","False"
"mgton","GTO SR '95","3000GT SL","3000GT SR '95","False","False","False","False"
"mgtor","[R]GTO SR '95","[R]3000GT SL","[R]3000GT SR '95","False","False","False","False"
"mgttn","GTO Twin Turbo '96","3000GT VR-4 Turbo '95","3000GT VR-4 Turbo '96","False","False","False","False"
"mgttr","[R]GTO Twin Turbo '96","[R]3000GT VR-4 Turbo '95","[R]3000GT VR-4 Turbo '96","False","False","False","False"
"mlnnn","Lancer Evo IV GSR '96","Lancer Evo IV GSR '96","Lancer Evo IV GSR '96","False","False","False","False"
"mlnnr","[R]Lancer Evo IV GSR '96","[R]Lancer Evo IV GSR '96","[R]Lancer Evo IV GSR '96","False","False","False","False"
"mlnon","Lancer Evo III GSR '95","Lancer Evo III GSR '95","Lancer Evo III GSR '95","False","False","False","False"
"mlnor","[R]Lancer Evo III GSR '95","[R]Lancer Evo III GSR '95","[R]Lancer Evo III GSR '95","False","False","False","False"
"mlrnr","[R]Lancer Evo IV Rally Car","[R]Lancer Evo IV Rally Car","[R]Lancer Evo IV Rally Car","False","False","False","False"
"mlror","[R]Lancer Evo III Rally Car","[R]Lancer Evo III Rally Car","[R]Lancer Evo III Rally Car","False","False","False","False"
"mmgon","Mirage Cyborg R '92","Mirage Cyborg R '92","Mirage Cyborg R '92","False","False","False","False"
"mmgor","[R]Mirage Cyborg R '92","[R]Mirage Cyborg R '92","[R]Mirage Cyborg R '92","False","False","False","False"
"mmgrn","Mirage Asti RX '96","Mirage Asti RX '96","Mirage Asti RX '96","False","False","False","False"
"mmgrr","[R]Mirage Asti RX '96","[R]Mirage Asti RX '96","[R]Mirage Asti RX '96","False","False","False","False"
"n-00n","Nismo 400R","Nismo 400R","Nismo 400R","False","False","False","False"
"n-00r","[R]Nismo 400R","[R]Nismo 400R","[R]Nismo 400R","False","False","False","False"
"n-18n","Sileighty","Sileighty","Sileighty","False","False","False","False"
"n-18r","[R]Sileighty","[R]Sileighty","[R]Sileighty","False","False","False","False"
"n180n","180SX Type X '95","180SX Type X '95","180SX Type X '95","False","False","False","False"
"n180r","[R]180SX Type X '95","[R]180SX Type X '95","[R]180SX Type X '95","False","False","False","False"
"n18nn","180SX Type X '96","180SX Type X '96","180SX Type X '96","False","False","False","False"
"n18nr","[R]180SX Type X '96","[R]180SX Type X '96","[R]180SX Type X '96","False","False","False","False"
"n18sn","180SX Type S '96","180SX Type S '96","180SX Type S '96","False","False","False","False"
"n18sr","[R]180SX Type S '96","[R]180SX Type S '96","[R]180SX Type S '96","False","False","False","False"
"n230n","Skyline RS-X Turbo '84","Skyline RS-X Turbo '84","Skyline RS-X Turbo '84","False","False","False","False"
"n230r","[R]Skyline RS-X Turbo '84","[R]Skyline RS-X Turbo '84","[R]Skyline RS-X Turbo '84","False","False","False","False"
"n231n","Skyline GTS-R '87","Skyline GTS-R '87","Skyline GTS-R '87","False","False","False","False"
"n231r","[R]Skyline GTS-R '87","[R]Skyline GTS-R '87","[R]Skyline GTS-R '87","False","False","False","False"
"n234n","Skyline 25GT Turbo '98","Skyline 25GT Turbo '98","Skyline 25GT Turbo '98","False","False","False","False"
"n234r","[R]Skyline 25GT Turbo '98","[R]Skyline 25GT Turbo '98","[R]Skyline 25GT Turbo '98","False","False","False","False"
"n239r","[R]R390 GT1 '97","[R]R390 GT1 '97","[R]R390 GT1 '97","False","False","False","False"
"n23nn","R390 GT1 Road Car '97","R390 GT1 Road Car '97","R390 GT1 Road Car '97","False","False","False","False"
"n23sr","[R]Skyline Silhouette Formula","[R]Skyline Silhouette Formula","[R]Skyline Silhouette Formula","False","False","False","False"
"n23zr","[R]300ZX-GTS '97","[R]300ZX-GTS '97","[R]300ZX-GTS '97","False","False","False","False"
"n240r","[R]R390 GT1 '98","[R]R390 GT1 '98","[R]R390 GT1 '98","False","False","False","False"
"n241n","Skyline GT-R V spec N1 '99","Skyline GT-R V spec N1 '99","Skyline GT-R V spec N1 '99","False","False","False","False"
"n24nn","R390 GT1 Road Car '98","R390 GT1 Road Car '98","R390 GT1 Road Car '98","False","False","False","False"
"n24pn","Nismo 400R Prototype","Nismo 400R Prototype","Nismo 400R Prototype","False","False","False","False"
"n24rn","Skyline GT-R '99","Skyline GT-R '99","Skyline GT-R '99","False","False","False","False"
"n24rr","[R]Skyline GT-R '99","[R]Skyline GT-R '99","[R]Skyline GT-R '99","False","False","False","False"
"n24rs","[R]Skyline GT-R '99","[R]Skyline GT-R '99","[R]Skyline GT-R '99","False","False","False","False"
"n24vn","Skyline GT-R V spec '99","Skyline GT-R V spec '99","Skyline GT-R V spec '99","False","False","False","False"
"n24vr","[R]Skyline GT-R V spec '99","[R]Skyline GT-R V spec '99","[R]Skyline GT-R V spec '99","False","False","False","False"
"n24vs","[R]Skyline GT-R V spec '99","[R]Skyline GT-R V spec '99","[R]Skyline GT-R V spec '99","False","False","False","False"
"n24zn","Fairlady 240ZG '71","Fairlady 240ZG '71","Fairlady 240ZG '71","False","False","False","False"
"n24zr","[R]Fairlady 240ZG '71","[R]Fairlady 240ZG '71","[R]Fairlady 240ZG '71","False","False","False","False"
"n260n","Stagea 260RS Autech Ver. Nismo","Stagea 260RS Autech Ver. Nismo","Stagea 260RS Autech Ver. Nismo","False","False","False","False"
"n270n","Nismo 270R","Nismo 270R","Nismo 270R","False","False","False","False"
"n271n","Skyline GT-R '71","Skyline GT-R '71","Skyline GT-R '71","False","False","False","False"
"n271r","[R]Skyline GT-R '71","[R]Skyline GT-R '71","[R]Skyline GT-R '71","False","False","False","False"
"n280n","Skyline 280 Type MR","Skyline 280 Type MR","Skyline 280 Type MR","False","False","False","False"
"n280r","[R]Skyline 280 Type MR","[R]Skyline 280 Type MR","[R]Skyline 280 Type MR","False","False","False","False"
"n284n","Stagea 25t RS Four V '98","Stagea 25t RS Four V '98","Stagea 25t RS Four V '98","False","False","False","False"
"n284r","[R]Stagea 25t RS Four V '98","[R]Stagea 25t RS Four V '98","[R]Stagea 25t RS Four V '98","False","False","False","False"
"n28gn","Stagea 260RS Autech Ver. '98","Stagea 260RS Autech Ver. '98","Stagea 260RS Autech Ver. '98","False","False","False","False"
"n28gr","[R]Stagea 260RS Autech Ver. '98","[R]Stagea 260RS Autech Ver. '98","[R]Stagea 260RS Autech Ver. '98","False","False","False","False"
"n2cun","Cube X '98","Cube X '98","Cube X '98","False","False","False","False"
"n2cur","[R]Cube X '98","[R]Cube X '98","[R]Cube X '98","False","False","False","False"
"n2d3r","[R]HKS R33 Drag GT-R","[R]HKS R33 Drag GT-R","[R]HKS R33 Drag GT-R","False","False","False","False"
"n2d8r","[R]HKS Drag 180SX","[R]HKS Drag 180SX","[R]HKS Drag 180SX","False","False","False","False"
"n2dsr","[R]Daisin Silvia '99","[R]Daisin Silvia '99","[R]Daisin Silvia '99","False","False","False","False"
"n2g7r","[R]Zexel Nismo GT-R '97","[R]Zexel Nismo GT-R '97","[R]Zexel Nismo GT-R '97","False","False","False","False"
"n2gcr","[R]Calsonic Skyline '99","[R]Calsonic Skyline '99","[R]Calsonic Skyline '99","False","False","False","False"
"n2gkr","[R]Kure R33 '97","[R]Kure R33 '97","[R]Kure R33 '97","False","False","False","False"
"n2gpr","[R]Pennzoil Nismo GT-R '99","[R]Pennzoil Nismo GT-R '99","[R]Pennzoil Nismo GT-R '99","False","False","False","False"
"n2gur","[R]Unisia JECS Skyline '99","[R]Unisia JECS Skyline '99","[R]Unisia JECS Skyline '99","False","False","False","False"
"n2gzr","[R]ARTA Zexel Skyline '99","[R]ARTA Zexel Skyline '99","[R]ARTA Zexel Skyline '99","False","False","False","False"
"n2ksn","Silvia K's Aero SE '98","Silvia K's Aero SE '98","Silvia K's Aero SE '98","False","False","False","False"
"n2ksr","[R]Silvia K's Aero SE '98","[R]Silvia K's Aero SE '98","[R]Silvia K's Aero SE '98","False","False","False","False"
"n2m2n","Mine's R32.5 Skyline GT-R","Mine's R32.5 Skyline GT-R","Mine's R32.5 Skyline GT-R","False","False","False","False"
"n2m3n","Mine's R33 Skyline GT-R","Mine's R33 Skyline GT-R","Mine's R33 Skyline GT-R","False","False","False","False"
"n2m4n","Mine's R34 Skyline GT-R","Mine's R34 Skyline GT-R","Mine's R34 Skyline GT-R","False","False","False","False"
"n2man","March G# '97","March G# '97","Micra SR '97","False","False","False","False"
"n2mar","[R]March G# '97","[R]March G# '97","[R]Micra SR '97","False","False","False","False"
"n2mtn","March Super Turbo '89","March Super Turbo '89","March Super Turbo '89","False","False","False","False"
"n2mtr","[R]March Super Turbo '89","[R]March Super Turbo '89","[R]March Super Turbo '89","False","False","False","False"
"n2p1n","Pulsar VZ-R N1 '97","Pulsar VZ-R N1 '97","Pulsar VZ-R N1 '97","False","False","False","False"
"n2p1r","[R]Pulsar VZ-R N1 '97","[R]Pulsar VZ-R N1 '97","[R]Pulsar VZ-R N1 '97","False","False","False","False"
"n2p2n","Primera 2.0Te-V '98","Infiniti G20 '98","Primera 2.0Te-V '98","False","False","True","True"
"n2p2r","[R]Primera 2.0Te-V '98","[R]Infiniti G20 '98","[R]Primera 2.0Te-V '98","False","False","True","True"
"n2pvn","Pulsar VZ-R '97","Pulsar VZ-R '97","Pulsar VZ-R '97","False","False","False","False"
"n2pvr","[R]Pulsar VZ-R '97","[R]Pulsar VZ-R '97","[R]Pulsar VZ-R '97","False","False","False","False"
"n2pwn","Primera Wagon 2.0G-V '98","Primera Wagon 2.0G-V '98","Primera Wagon 2.0G-V '98","False","False","False","False"
"n2pwr","[R]Primera Wagon 2.0G-V '98","[R]Primera Wagon 2.0G-V '98","[R]Primera Wagon 2.0G-V '98","False","False","False","False"
"n2r4n","Skyline GT-R Autech Ver. '97","Skyline GT-R Autech Ver. '97","Skyline GT-R Autech Ver. '97","False","False","False","False"
"n2r4r","[R]Skyline GT-R Autech Ver. '97","[R]Skyline GT-R Autech Ver. '97","[R]Skyline GT-R Autech Ver. '97","False","False","False","False"
"n2rnn","Skyline GT-R Autech Ver. Nismo","Skyline GT-R Autech Ver. Nismo","Skyline GT-R Autech Ver. Nismo","False","False","False","False"
"n2rtn","Z Ver.R 2by2 Twin Turbo '98","300ZX Ver. R 2by2 Turbo","300ZX 2+2 Turbo '98","False","False","False","False"
"n2rtr","[R]Z Ver.R 2by2 Twin Turbo '98","[R]300ZX Ver. R 2by2 Turbo","[R]300ZX 2+2 Turbo '98","False","False","False","False"
"n2s4n","Stagea RS Four V '97","Stagea RS Four V '97","Stagea RS Four V '97","False","False","False","False"
"n2s4r","[R]Stagea RS Four V '97","[R]Stagea RS Four V '97","[R]Stagea RS Four V '97","False","False","False","False"
"n2sdn","Silvia Spec R Aero D-Rights","Silvia Spec R Aero D-Rights","Silvia Spec R Aero D-Rights","False","False","False","False"
"n2sgn","Stagea 260RS Autech Ver. '97","Stagea 260RS Autech Ver. '97","Stagea 260RS Autech Ver. '97","False","False","False","False"
"n2sgr","[R]Stagea 260RS Autech Ver. '97","[R]Stagea 260RS Autech Ver. '97","[R]Stagea 260RS Autech Ver. '97","False","False","False","False"
"n2skn","Silvia Spec R '99","Silvia Spec R '99","Silvia Spec R '99","False","False","False","False"
"n2skr","[R]Silvia Spec R '99","[R]Silvia Spec R '99","[R]Silvia Spec R '99","False","False","False","False"
"n2snn","Sunny VZ-R '98","Sunny VZ-R '98","Sunny VZ-R '98","False","False","False","False"
"n2snr","[R]Sunny VZ-R '98","[R]Sunny VZ-R '98","[R]Sunny VZ-R '98","False","False","False","False"
"n2sqn","Silvia Spec S '99","Silvia Spec S '99","Silvia Spec S '99","False","False","False","False"
"n2sqr","[R]Silvia Spec S '99","[R]Silvia Spec S '99","[R]Silvia Spec S '99","False","False","False","False"
"n2stn","Z Ver.S 2seater Twin Turbo '98","300ZX Ver. S 2seater Turbo","300ZX Turbo '98","False","False","False","False"
"n2str","[R]Z Ver.S 2seater Twin Turbo '98","[R]300ZX Ver. S 2seater Turbo","[R]300ZX Turbo '98","False","False","False","False"
"n2sxn","Silvia Spec R Aero '99","Silvia Spec R Aero '99","Silvia Spec R Aero '99","False","False","False","False"
"n2sxr","[R]Silvia Spec R Aero '99","[R]Silvia Spec R Aero '99","[R]Silvia Spec R Aero '99","False","False","False","False"
"n2syn","Silvia Spec S Aero '99","Silvia Spec S Aero '99","Silvia Spec S Aero '99","False","False","False","False"
"n2syr","[R]Silvia Spec S Aero '99","[R]Silvia Spec S Aero '99","[R]Silvia Spec S Aero '99","False","False","False","False"
"n2xsr","[R]Xanavi ARTA Silvia '99","[R]Xanavi ARTA Silvia '99","[R]Xanavi ARTA Silvia '99","False","False","False","False"
"n2zrn","Z Ver.R 2by2 '98","300ZX Ver. R 2by2 '98","300ZX 2+2 '98","False","False","False","False"
"n2zrr","[R]Z Ver.R 2by2 '98","[R]300ZX Ver. R 2by2 '98","[R]300ZX 2+2 '98","False","False","False","False"
"n2zsn","Z Ver.S 2seater '98","300ZX Ver. S 2seater '98","300ZX '98","False","False","False","False"
"n2zsr","[R]Z Ver.S 2seater '98","[R]300ZX Ver. S 2seater '98","[R]300ZX '98","False","False","False","False"
"n432n","Skyline GTS4 '91","Skyline GTS4 '91","Skyline GTS4 '91","False","False","False","False"
"n432r","[R]Skyline GTS4 '91","[R]Skyline GTS4 '91","[R]Skyline GTS4 '91","False","False","False","False"
"nax3n","300ZX 2-seater","300ZX 2-seater","300ZX 2-seater","True","False","True","True"
"nax3r","[R]300ZX 2-seater","[R]300ZX 2-seater","[R]300ZX 2-seater","True","False","True","True"
"naxsn","300ZX Turbo","300ZX Turbo","300ZX Turbo","True","False","True","True"
"naxsr","[R]300ZX Turbo","[R]300ZX Turbo","[R]300ZX Turbo","True","False","True","True"
"naxvn","300ZX 2+2","300ZX 2+2","300ZX 2+2 '94","True","False","True","True"
"naxvr","[R]300ZX 2+2","[R]300ZX 2+2","[R]300ZX 2+2 '94","True","False","True","True"
"ne14n","200SX '95","200SX '95","200SX '95","True","True","False","False"
"ne14r","[R]200SX '95","[R]200SX '95","[R]200SX '95","True","True","False","False"
"ne15n","200SX '98","200SX '98","200SX '98","True","True","False","False"
"ne15r","[R]200SX '98","[R]200SX '98","[R]200SX '98","True","True","False","False"
"nep2n","Primera GT '98","Primera GT '98","Primera GT '98","True","True","False","False"
"nep2r","[R]Primera GT '98","[R]Primera GT '98","[R]Primera GT '98","True","True","False","False"
"nl33n","Nismo GT-R LM Road Car","Nismo GT-R LM Road Car","Nismo GT-R LM Road Car","False","False","False","False"
"nl33r","[R]Nismo GT-R LM Road Car","[R]Nismo GT-R LM Road Car","[R]Nismo GT-R LM Road Car","False","False","False","False"
"nl33s","[R]Nismo GT-R LM Road Car","[R]Nismo GT-R LM Road Car","[R]Nismo GT-R LM Road Car","False","False","False","False"
"nm32n","Skyline GTS25 Type S '91","Skyline GTS25 Type S '91","Skyline GTS25 Type S '91","False","False","False","False"
"nm32r","[R]Skyline GTS25 Type S '91","[R]Skyline GTS25 Type S '91","[R]Skyline GTS25 Type S '91","False","False","False","False"
"nn32n","Skyline GT-R Nismo '90","Skyline GT-R Nismo '90","Skyline GT-R Nismo '90","False","False","False","False"
"nn32r","[R]Skyline GT-R Nismo '90","[R]Skyline GT-R Nismo '90","[R]Skyline GT-R Nismo '90","False","False","False","False"
"nplon","Pulsar GTi-R '91","Pulsar GTi-R '91","Pulsar GTi-R '91","False","False","False","False"
"nplor","[R]Pulsar GTi-R '91","[R]Pulsar GTi-R '91","[R]Pulsar GTi-R '91","False","False","False","False"
"nplrr","[R]Pulsar Rally Car","[R]Pulsar Rally Car","[R]Pulsar Rally Car","False","False","False","False"
"nprin","Primera 2.0Te '95","Primera 2.0Te '95","Primera 2.0Te '95","False","False","False","False"
"nprir","[R]Primera 2.0Te '95","[R]Primera 2.0Te '95","[R]Primera 2.0Te '95","False","False","False","False"
"npron","Primera 2.0Te '90","Primera 2.0Te '90","Primera 2.0Te '90","False","False","False","False"
"npror","[R]Primera 2.0Te '90","[R]Primera 2.0Te '90","[R]Primera 2.0Te '90","False","False","False","False"
"nq13n","Silvia Q's '88","Silvia Q's '88","Silvia Q's '88","False","False","False","False"
"nq13r","[R]Silvia Q's '88","[R]Silvia Q's '88","[R]Silvia Q's '88","False","False","False","False"
"nq14n","Silvia Q's '95","Silvia Q's '95","Silvia Q's '95","False","False","False","False"
"nq14r","[R]Silvia Q's '95","[R]Silvia Q's '95","[R]Silvia Q's '95","False","False","False","False"
"nq15n","Silvia Q's Aero '97","Silvia Q's Aero '97","Silvia Q's Aero '97","False","False","False","False"
"nq15r","[R]Silvia Q's Aero '97","[R]Silvia Q's Aero '97","[R]Silvia Q's Aero '97","False","False","False","False"
"nq23n","Silvia Q's '91","Silvia Q's '91","Silvia Q's '91","False","False","False","False"
"nq23r","[R]Silvia Q's '91","[R]Silvia Q's '91","[R]Silvia Q's '91","False","False","False","False"
"nr02n","Skyline GT-R '89","Skyline GT-R '89","Skyline GT-R '89","False","False","False","False"
"nr02r","[R]Skyline GT-R '89","[R]Skyline GT-R '89","[R]Skyline GT-R '89","False","False","False","False"
"nr32n","Skyline GT-R '91","Skyline GT-R '91","Skyline GT-R '91","False","False","False","False"
"nr32r","[R]Skyline GT-R '91","[R]Skyline GT-R '91","[R]Skyline GT-R '91","False","False","False","False"
"nr33n","Skyline GT-R '95","Skyline GT-R '95","Skyline GT-R '95","False","False","False","False"
"nr33r","[R]Skyline GT-R '95","[R]Skyline GT-R '95","[R]Skyline GT-R '95","False","False","False","False"
"nr34n","Skyline GT-R '97","Skyline GT-R '97","Skyline GT-R '97","False","False","False","False"
"nr34r","[R]Skyline GT-R '97","[R]Skyline GT-R '97","[R]Skyline GT-R '97","False","False","False","False"
"ns13n","Silvia K's '88","Silvia K's '88","Silvia K's '88","False","False","False","False"
"ns13r","[R]Silvia K's '88","[R]Silvia K's '88","[R]Silvia K's '88","False","False","False","False"
"ns14n","Silvia K's '95","Silvia K's '95","Silvia K's '95","False","False","True","True"
"ns14r","[R]Silvia K's '95","[R]Silvia K's '95","[R]Silvia K's '95","False","False","True","True"
"ns15n","Silvia K's Aero '96","Silvia K's Aero '96","Silvia K's Aero '96","False","False","True","True"
"ns15r","[R]Silvia K's Aero '96","[R]Silvia K's Aero '96","[R]Silvia K's Aero '96","False","False","True","True"
"ns23n","Silvia K's '91","Silvia K's '91","Silvia K's '91","False","False","False","False"
"ns23r","[R]Silvia K's '91","[R]Silvia K's '91","[R]Silvia K's '91","False","False","False","False"
"nt32n","Skyline GTS-t Type M '91","Skyline GTS-t Type M '91","Skyline GTS-t Type M '91","False","False","False","False"
"nt32r","[R]Skyline GTS-t Type M '91","[R]Skyline GTS-t Type M '91","[R]Skyline GTS-t Type M '91","False","False","False","False"
"nt33n","Skyline GTS25t Type M '96","Skyline GTS25t Type M '96","Skyline GTS25t Type M '96","False","False","False","False"
"nt33r","[R]Skyline GTS25t Type M '96","[R]Skyline GTS25t Type M '96","[R]Skyline GTS25t Type M '96","False","False","False","False"
"nv12n","Skyline GT-R V spec '93","Skyline GT-R V spec '93","Skyline GT-R V spec '93","False","False","False","False"
"nv12r","[R]Skyline GT-R V spec '93","[R]Skyline GT-R V spec '93","[R]Skyline GT-R V spec '93","False","False","False","False"
"nv22n","Skyline GT-R V spec II '94","Skyline GT-R V spec II '94","Skyline GT-R V spec II '94","False","False","False","False"
"nv22r","[R]Skyline GT-R V spec II '94","[R]Skyline GT-R V spec II '94","[R]Skyline GT-R V spec II '94","False","False","False","False"
"nv33n","Skyline GT-R V spec '95","Skyline GT-R V spec '95","Skyline GT-R V spec '95","False","False","False","False"
"nv33r","[R]Skyline GT-R V spec '95","[R]Skyline GT-R V spec '95","[R]Skyline GT-R V spec '95","False","False","False","False"
"nv34n","Skyline GT-R V spec '97","Skyline GT-R V spec '97","Skyline GT-R V spec '97","False","False","False","False"
"nv34r","[R]Skyline GT-R V spec '97","[R]Skyline GT-R V spec '97","[R]Skyline GT-R V spec '97","False","False","False","False"
"nzx2n","Z Ver.S 2by2 Twin Turbo '94","Z Ver.S 2by2 Twin Turbo '94","Z Ver.S 2by2 Twin Turbo '94","False","False","False","False"
"nzx2r","[R]Z Ver.S 2by2 Twin Turbo '94","[R]Z Ver.S 2by2 Twin Turbo '94","[R]Z Ver.S 2by2 Twin Turbo '94","False","False","False","False"
"nzx3n","Z Ver.S 2seater '94","Z Ver.S 2seater '94","Z Ver.S 2seater '94","False","True","False","False"
"nzx3r","[R]Z Ver.S 2seater '94","[R]Z Ver.S 2seater '94","[R]Z Ver.S 2seater '94","False","True","False","False"
"nzxsn","Z Ver.S 2seater Twin Turbo '94","Z Ver.S 2seater Twin Turbo '94","Z Ver.S 2seater Twin Turbo '94","False","True","False","False"
"nzxsr","[R]Z Ver.S 2seater Twin Turbo '94","[R]Z Ver.S 2seater Twin Turbo '94","[R]Z Ver.S 2seater Twin Turbo '94","False","True","False","False"
"nzxvn","Z Ver.S 2by2 '94","Z Ver.S 2by2 '94","Z Ver.S 2by2 '94","False","True","False","False"
"nzxvr","[R]Z Ver.S 2by2 '94","[R]Z Ver.S 2by2 '94","[R]Z Ver.S 2by2 '94","False","True","False","False"
"q2m2n","Move SR-XX (2WD) '97","Move SR-XX (2WD) '97","Move SR-XX (2WD) '97","False","False","False","False"
"q2m2r","[R]Move SR-XX (2WD) '97","[R]Move SR-XX (2WD) '97","[R]Move SR-XX (2WD) '97","False","False","False","False"
"q2m4n","Move SR-XX (4WD) '97","Move SR-XX (4WD) '97","Move SR-XX (4WD) '97","False","False","False","False"
"q2m4r","[R]Move SR-XX (4WD) '97","[R]Move SR-XX (4WD) '97","[R]Move SR-XX (4WD) '97","False","False","False","False"
"q2m8n","Move SR-XX '98","Move SR-XX '98","Move SR-XX '98","False","False","False","False"
"q2m8r","[R]Move SR-XX '98","[R]Move SR-XX '98","[R]Move SR-XX '98","False","False","False","False"
"q2mcn","Move Aerodown Custom '98","Move Aerodown Custom '98","Move Aerodown Custom '98","False","False","False","False"
"q2mcr","[R]Move Aerodown Custom '98","[R]Move Aerodown Custom '98","[R]Move Aerodown Custom '98","False","False","False","False"
"q2min","Midget II D-type","Midget II D-type","Midget II D-type","False","False","False","False"
"q2mon","Mira TR-XX '90","Mira TR-XX '90","Mira TR-XX '90","False","False","False","False"
"q2mor","[R]Mira TR-XX '90","[R]Mira TR-XX '90","[R]Mira TR-XX '90","False","False","False","False"
"q2mvn","Move CX '95","Move CX '95","Move CX '95","False","False","False","False"
"q2mvr","[R]Move CX '95","[R]Move CX '95","[R]Move CX '95","False","False","False","False"
"q2o4n","Opti Club Sport (4WD) '97","Opti Club Sport (4WD) '97","Opti Club Sport (4WD) '97","False","False","False","False"
"q2o4r","[R]Opti Club Sport (4WD) '97","[R]Opti Club Sport (4WD) '97","[R]Opti Club Sport (4WD) '97","False","False","False","False"
"q2oen","Opti Aerodown Beex '98","Opti Aerodown Beex '98","Opti Aerodown Beex '98","False","False","False","False"
"q2opn","Opti Club Sport (2WD) '97","Opti Club Sport (2WD) '97","Opti Club Sport (2WD) '97","False","False","False","False"
"q2opr","[R]Opti Club Sport (2WD) '97","[R]Opti Club Sport (2WD) '97","[R]Opti Club Sport (2WD) '97","False","False","False","False"
"q2s4n","Storia CX (4WD) '98","Storia CX (4WD) '98","Storia CX (4WD) '98","False","False","False","False"
"q2s4r","[R]Storia CX (4WD) '98","[R]Storia CX (4WD) '98","[R]Storia CX (4WD) '98","False","False","False","False"
"q2sgn","Delete","Delete","Delete","True","True","True","True"
"q2sgr","[R]Storia Rally Car","[R]Storia Rally Car","[R]Storia Rally Car","False","False","False","False"
"q2stn","Storia CX (2WD) '98","Storia CX (2WD) '98","Storia CX (2WD) '98","False","False","False","False"
"q2str","[R]Storia CX (2WD) '98","[R]Storia CX (2WD) '98","[R]Storia CX (2WD) '98","False","False","False","False"
"q2ten","Terios Kid Aerodown '98","Terios Kid Aerodown '98","Terios Kid Aerodown '98","False","False","False","False"
"q2trn","Mira TR '98","Mira TR '98","Mira TR '98","False","False","False","False"
"q2trr","[R]Mira TR '98","[R]Mira TR '98","[R]Mira TR '98","False","False","False","False"
"q2txn","Mira TX '98","Mira TX '98","Mira TX '98","False","False","False","False"
"q2txr","[R]Mira TX '98","[R]Mira TX '98","[R]Mira TX '98","False","False","False","False"
"q2x4n","Storia X4 '98","Storia X4 '98","Storia X4 '98","False","False","False","False"
"q2x4r","[R]Storia X4 '98","[R]Storia X4 '98","[R]Storia X4 '98","False","False","False","False"
"q2xrr","[R]Storia Rally Car","[R]Storia Rally Car","[R]Storia Rally Car","False","False","False","False"
"s222n","Impreza 22B STi Ver. '98","Impreza 22B STi Ver. '98","Impreza 22B STi Ver. '98","False","False","False","False"
"s222r","[R]Impreza 22B STi Ver. '98","[R]Impreza 22B STi Ver. '98","[R]Impreza 22B STi Ver. '98","False","False","False","False"
"s236n","360 Young SS","360 Young SS","360 Young SS","False","False","False","False"
"s2a6n","Impreza typeRA STi Ver.VI '99","Impreza typeRA STi Ver.VI '99","Impreza typeRA STi Ver.VI '99","False","False","False","False"
